customer_id,snapshot_month,converted_next_3m,responsible_credit_behaviour_6m,observed_product_id,synthetic_p_conversion_true,synthetic_p_responsible_true
C001153,2024-02-29,0,1,NONE,0.03841,0.70057
C001154,2024-02-29,0,0,NONE,0.07473,0.63414
C001155,2024-02-29,0,1,NONE,0.09585,0.8808
C001156,2024-02-29,0,0,NONE,0.07875,0.70057
C001157,2024-02-29,0,1,NONE,0.10074,0.78583
C001158,2024-02-29,0,1,NONE,0.0679,0.78583
C001159,2024-02-29,0,1,NONE,0.28053,0.81
C001160,2024-02-29,0,1,NONE,0.27902,0.91293
C001161,2024-02-29,1,1,P004,0.11733,0.70057
C001162,2024-02-29,0,1,NONE,0.1031,0.8808
C001163,2024-02-29,0,1,NONE,0.0919,0.91293
C001164,2024-02-29,0,0,NONE,0.06705,0.76852
C001165,2024-02-29,0,0,NONE,0.04263,0.70057
C001166,2024-02-29,0,1,NONE,0.13119,0.86989
C001167,2024-02-29,0,1,NONE,0.08611,0.86989
C001168,2024-02-29,1,1,P002,0.109,0.8808
C001169,2024-02-29,0,1,NONE,0.07206,0.86989
C001170,2024-02-29,0,1,NONE,0.05627,0.70057
C001171,2024-02-29,1,1,P001,0.0903,0.83889
C001172,2024-02-29,0,1,NONE,0.04548,0.79413
C001173,2024-02-29,0,1,NONE,0.09632,0.71095
C001174,2024-02-29,0,1,NONE,0.18655,0.91293
C001175,2024-02-29,0,1,NONE,0.06632,0.8808
C001176,2024-02-29,0,1,NONE,0.11572,0.91293
C001177,2024-02-29,0,1,NONE,0.18202,0.8808
C001178,2024-02-29,0,1,NONE,0.03733,0.61064
C001179,2024-02-29,0,1,NONE,0.06518,0.71095
C001180,2024-02-29,0,1,NONE,0.05749,0.76852
C001181,2024-02-29,0,1,NONE,0.0889,0.91293
C001182,2024-02-29,0,0,NONE,0.03331,0.52498
C001183,2024-02-29,1,0,P004,0.04489,0.63414
C001184,2024-02-29,0,1,NONE,0.03882,0.71095
C001185,2024-02-29,0,1,NONE,0.11396,0.83889
C001186,2024-02-29,0,1,NONE,0.11373,0.86989
C001187,2024-02-29,0,1,NONE,0.09448,0.76852
C001188,2024-02-29,0,1,NONE,0.10987,0.90465
C001189,2024-02-29,0,0,NONE,0.03879,0.52498
C001190,2024-02-29,0,0,NONE,0.03314,0.68997
C001191,2024-02-29,1,1,P001,0.24787,0.8808
C001192,2024-02-29,0,0,NONE,0.09052,0.71095
C001193,2024-02-29,1,1,P002,0.07824,0.91293
C001194,2024-02-29,0,1,NONE,0.0924,0.90465
C001195,2024-02-29,0,1,NONE,0.10073,0.91293
C001196,2024-02-29,0,1,NONE,0.03689,0.83889
C001197,2024-02-29,0,1,NONE,0.0688,0.76852
C001198,2024-02-29,0,1,NONE,0.07458,0.8808
C001199,2024-02-29,0,1,NONE,0.06158,0.76852
C001200,2024-02-29,0,1,NONE,0.04154,0.7773
C000001,2024-03-31,0,1,NONE,0.07897,0.91293
C000002,2024-03-31,0,0,NONE,0.07476,0.76852
C000003,2024-03-31,0,1,NONE,0.08951,0.72112
C000004,2024-03-31,0,1,NONE,0.05468,0.85815
C000005,2024-03-31,0,1,NONE,0.07968,0.78583
C000006,2024-03-31,0,1,NONE,0.10211,0.93703
C000007,2024-03-31,0,1,NONE,0.0555,0.91293
C000008,2024-03-31,1,1,P003,0.22642,0.91293
C000009,2024-03-31,0,1,NONE,0.09439,0.70057
C000010,2024-03-31,0,1,NONE,0.09569,0.82491
C000011,2024-03-31,0,0,NONE,0.04607,0.61064
C000012,2024-03-31,0,1,NONE,0.09632,0.86989
C000013,2024-03-31,0,1,NONE,0.06371,0.8808
C000014,2024-03-31,0,1,NONE,0.27028,0.86989
C000015,2024-03-31,0,1,NONE,0.09195,0.8808
C000016,2024-03-31,0,1,NONE,0.14187,0.61064
C000017,2024-03-31,0,0,NONE,0.09603,0.8808
C000018,2024-03-31,0,1,NONE,0.0481,0.78583
C000019,2024-03-31,0,1,NONE,0.10302,0.86989
C000020,2024-03-31,0,0,NONE,0.03455,0.7773
C000021,2024-03-31,0,1,NONE,0.10689,0.86989
C000022,2024-03-31,0,1,NONE,0.06665,0.76852
C000023,2024-03-31,0,1,NONE,0.09501,0.90465
C000024,2024-03-31,0,1,NONE,0.04085,0.91293
C000025,2024-03-31,0,1,NONE,0.13901,0.86989
C000026,2024-03-31,0,1,NONE,0.08912,0.83889
C000027,2024-03-31,0,0,NONE,0.05079,0.7773
C000028,2024-03-31,0,1,NONE,0.03461,0.63414
C000029,2024-03-31,0,1,NONE,0.0777,0.78583
C000030,2024-03-31,0,0,NONE,0.03973,0.8808
C000031,2024-03-31,0,0,NONE,0.11992,0.68997
C000032,2024-03-31,0,1,NONE,0.1766,0.93703
C000033,2024-03-31,0,1,NONE,0.12054,0.76852
C000034,2024-03-31,0,0,NONE,0.08067,0.76852
C000035,2024-03-31,0,1,NONE,0.11646,0.8808
C000036,2024-03-31,0,1,NONE,0.03583,0.61064
C000037,2024-03-31,1,0,P001,0.07928,0.47502
C000038,2024-03-31,0,1,NONE,0.09902,0.68997
C000039,2024-03-31,0,1,NONE,0.04345,0.83889
C000040,2024-03-31,0,1,NONE,0.13048,0.82491
C000041,2024-03-31,0,0,NONE,0.02541,0.71095
C000042,2024-03-31,0,1,NONE,0.08906,0.86989
C000043,2024-03-31,0,1,NONE,0.22503,0.82491
C000044,2024-03-31,0,1,NONE,0.07532,0.83889
C000045,2024-03-31,0,1,NONE,0.04851,0.75951
C000046,2024-03-31,0,1,NONE,0.06964,0.86989
C000047,2024-03-31,0,1,NONE,0.05532,0.76852
C000048,2024-03-31,0,1,NONE,0.04845,0.81
C000049,2024-03-31,0,1,NONE,0.0876,0.8808
C000050,2024-03-31,0,1,NONE,0.05474,0.63414
C000051,2024-03-31,0,1,NONE,0.11775,0.76852
C000052,2024-03-31,0,1,NONE,0.0405,0.78583
C000053,2024-03-31,0,1,NONE,0.08615,0.84553
C000054,2024-03-31,0,1,NONE,0.07711,0.8808
C000055,2024-03-31,0,1,NONE,0.06,0.7773
C000056,2024-03-31,0,1,NONE,0.08283,0.86989
C000057,2024-03-31,1,1,P002,0.10069,0.8808
C000058,2024-03-31,0,1,NONE,0.09046,0.8808
C000059,2024-03-31,0,1,NONE,0.05231,0.70057
C000060,2024-03-31,0,0,NONE,0.06487,0.63414
C000061,2024-03-31,0,0,NONE,0.11106,0.82491
C000062,2024-03-31,0,1,NONE,0.08975,0.8808
C000063,2024-03-31,0,0,NONE,0.07731,0.79413
C000064,2024-03-31,0,1,NONE,0.14299,0.86989
C000065,2024-03-31,0,1,NONE,0.10454,0.8808
C000066,2024-03-31,0,1,NONE,0.07404,0.8808
C000067,2024-03-31,0,1,NONE,0.10066,0.68997
C000068,2024-03-31,0,0,NONE,0.03768,0.71095
C000069,2024-03-31,0,1,NONE,0.03655,0.70057
C000070,2024-03-31,0,1,NONE,0.0623,0.83889
C000071,2024-03-31,0,0,NONE,0.09067,0.71095
C000072,2024-03-31,1,1,P002,0.0683,0.71095
C000073,2024-03-31,0,1,NONE,0.11454,0.84553
C000074,2024-03-31,0,1,NONE,0.05935,0.76852
C000075,2024-03-31,0,1,NONE,0.07434,0.70057
C000076,2024-03-31,0,1,NONE,0.09425,0.71095
C000077,2024-03-31,0,1,NONE,0.05722,0.61064
C000078,2024-03-31,0,1,NONE,0.18943,0.8808
C000079,2024-03-31,1,0,P002,0.03618,0.68997
C000080,2024-03-31,0,0,NONE,0.22938,0.86989
C000081,2024-03-31,0,1,NONE,0.08453,0.8808
C000082,2024-03-31,0,0,NONE,0.05074,0.76852
C000083,2024-03-31,0,1,NONE,0.07198,0.83202
C000084,2024-03-31,0,1,NONE,0.08711,0.76852
C000085,2024-03-31,0,1,NONE,0.04085,0.52498
C000086,2024-03-31,0,1,NONE,0.069,0.70057
C000087,2024-03-31,0,1,NONE,0.13243,0.8808
C000088,2024-03-31,0,0,NONE,0.04688,0.7773
C000089,2024-03-31,0,1,NONE,0.06798,0.83889
C000090,2024-03-31,1,1,P002,0.15787,0.79413
C000091,2024-03-31,0,1,NONE,0.04078,0.70057
C000092,2024-03-31,0,1,NONE,0.10318,0.8808
C000093,2024-03-31,0,1,NONE,0.12437,0.82491
C000094,2024-03-31,0,1,NONE,0.08191,0.76852
C000095,2024-03-31,0,1,NONE,0.05234,0.76852
C000096,2024-03-31,0,1,NONE,0.10081,0.82491
C000097,2024-03-31,0,1,NONE,0.0403,0.61064
C000098,2024-03-31,1,1,P002,0.04357,0.63414
C000099,2024-03-31,0,1,NONE,0.08286,0.63414
C000100,2024-03-31,0,1,NONE,0.07546,0.81757
C000101,2024-03-31,0,0,NONE,0.31491,0.86989
C000102,2024-03-31,0,1,NONE,0.14886,0.82491
C000103,2024-03-31,0,1,NONE,0.05346,0.83889
C000104,2024-03-31,0,1,NONE,0.11026,0.90465
C000105,2024-03-31,0,1,NONE,0.09804,0.91293
C000106,2024-03-31,0,1,NONE,0.11413,0.82491
C000107,2024-03-31,0,1,NONE,0.0626,0.8808
C000108,2024-03-31,0,1,NONE,0.06447,0.83889
C000109,2024-03-31,0,0,NONE,0.06191,0.70057
C000110,2024-03-31,0,1,NONE,0.0871,0.86989
C000111,2024-03-31,0,1,NONE,0.08872,0.82491
C000112,2024-03-31,1,0,P002,0.05134,0.71095
C000113,2024-03-31,0,1,NONE,0.07659,0.76852
C000114,2024-03-31,0,1,NONE,0.04697,0.7773
C000115,2024-03-31,0,1,NONE,0.04685,0.61064
C000116,2024-03-31,0,1,NONE,0.07839,0.75951
C000117,2024-03-31,0,1,NONE,0.09533,0.86989
C000118,2024-03-31,0,1,NONE,0.08137,0.7773
C000119,2024-03-31,0,1,NONE,0.06559,0.71095
C000120,2024-03-31,0,1,NONE,0.18999,0.82491
C000121,2024-03-31,0,1,NONE,0.06727,0.82491
C000122,2024-03-31,0,1,NONE,0.07756,0.82491
C000123,2024-03-31,1,0,P001,0.0953,0.52498
C000124,2024-03-31,0,1,NONE,0.1252,0.83889
C000125,2024-03-31,0,1,NONE,0.06062,0.78583
C000126,2024-03-31,0,1,NONE,0.04133,0.7773
C000127,2024-03-31,0,0,NONE,0.09692,0.61064
C000128,2024-03-31,0,0,NONE,0.05261,0.63414
C000129,2024-03-31,0,1,NONE,0.02549,0.52498
C000130,2024-03-31,0,1,NONE,0.19461,0.8808
C000131,2024-03-31,0,0,NONE,0.04898,0.83889
C000132,2024-03-31,0,1,NONE,0.07566,0.91293
C000133,2024-03-31,0,0,NONE,0.09096,0.82491
C000134,2024-03-31,0,1,NONE,0.04506,0.76852
C000135,2024-03-31,0,0,NONE,0.182,0.82491
C000136,2024-03-31,0,1,NONE,0.09894,0.78583
C000137,2024-03-31,0,0,NONE,0.09674,0.90465
C000138,2024-03-31,0,1,NONE,0.04352,0.8808
C000139,2024-03-31,0,0,NONE,0.0611,0.86989
C000140,2024-03-31,0,1,NONE,0.04807,0.70057
C000141,2024-03-31,0,1,NONE,0.1107,0.8808
C000142,2024-03-31,0,1,NONE,0.06054,0.8808
C000143,2024-03-31,0,1,NONE,0.0696,0.90465
C000144,2024-03-31,0,1,NONE,0.05911,0.8808
C000145,2024-03-31,0,1,NONE,0.04558,0.7773
C000146,2024-03-31,0,1,NONE,0.0531,0.61064
C000147,2024-03-31,0,1,NONE,0.066,0.83889
C000148,2024-03-31,0,1,NONE,0.12047,0.8808
C000149,2024-03-31,0,0,NONE,0.07234,0.83889
C000150,2024-03-31,0,0,NONE,0.08803,0.70057
C000151,2024-03-31,0,0,NONE,0.0735,0.91293
C000152,2024-03-31,0,1,NONE,0.09371,0.91293
C000153,2024-03-31,1,1,P001,0.1706,0.70057
C000154,2024-03-31,0,0,NONE,0.12568,0.8808
C000155,2024-03-31,0,1,NONE,0.03671,0.78583
C000156,2024-03-31,0,1,NONE,0.06323,0.8808
C000157,2024-03-31,0,0,NONE,0.03304,0.71095
C000158,2024-03-31,0,1,NONE,0.07579,0.8808
C000159,2024-03-31,0,0,NONE,0.10499,0.8808
C000160,2024-03-31,0,1,NONE,0.08663,0.86989
C000161,2024-03-31,0,1,NONE,0.04878,0.78583
C000162,2024-03-31,0,1,NONE,0.08004,0.91293
C000163,2024-03-31,0,1,NONE,0.0803,0.71095
C000164,2024-03-31,1,1,P003,0.11238,0.70057
C000165,2024-03-31,0,1,NONE,0.06758,0.8808
C000166,2024-03-31,0,0,NONE,0.08122,0.83889
C000167,2024-03-31,0,1,NONE,0.04283,0.91293
C000168,2024-03-31,0,0,NONE,0.09305,0.91293
C000169,2024-03-31,0,1,NONE,0.05915,0.76852
C000170,2024-03-31,0,1,NONE,0.19119,0.93703
C000171,2024-03-31,0,1,NONE,0.08863,0.83889
C000172,2024-03-31,0,1,NONE,0.05879,0.82491
C000173,2024-03-31,0,1,NONE,0.08435,0.61064
C000174,2024-03-31,0,1,NONE,0.05794,0.93703
C000175,2024-03-31,0,1,NONE,0.03733,0.71095
C000176,2024-03-31,1,1,P004,0.04905,0.78583
C000177,2024-03-31,0,1,NONE,0.15819,0.83889
C000178,2024-03-31,1,1,P002,0.13565,0.90465
C000179,2024-03-31,0,1,NONE,0.0924,0.75951
C000180,2024-03-31,0,1,NONE,0.06673,0.82491
C000181,2024-03-31,0,1,NONE,0.06715,0.83202
C000182,2024-03-31,1,1,P003,0.05425,0.86989
C000183,2024-03-31,0,1,NONE,0.1781,0.82491
C000184,2024-03-31,0,1,NONE,0.03811,0.83889
C000185,2024-03-31,0,1,NONE,0.07116,0.91293
C000186,2024-03-31,0,0,NONE,0.08182,0.82491
C000187,2024-03-31,0,1,NONE,0.08028,0.61064
C000188,2024-03-31,0,1,NONE,0.0695,0.70057
C000189,2024-03-31,0,1,NONE,0.05577,0.82491
C000190,2024-03-31,0,0,NONE,0.19766,0.76852
C000191,2024-03-31,0,1,NONE,0.09087,0.93703
C000192,2024-03-31,0,1,NONE,0.08535,0.76852
C000193,2024-03-31,0,1,NONE,0.04934,0.70057
C000194,2024-03-31,0,1,NONE,0.04137,0.86989
C000195,2024-03-31,0,0,NONE,0.09736,0.78583
C000196,2024-03-31,0,1,NONE,0.04401,0.83889
C000197,2024-03-31,0,0,NONE,0.08767,0.85815
C000198,2024-03-31,0,1,NONE,0.09859,0.86989
C000199,2024-03-31,0,1,NONE,0.10725,0.76852
C000200,2024-03-31,0,0,NONE,0.13743,0.76852
C000201,2024-03-31,0,1,NONE,0.04005,0.75951
C000202,2024-03-31,0,1,NONE,0.18492,0.93703
C000203,2024-03-31,0,1,NONE,0.04828,0.68997
C000204,2024-03-31,0,1,NONE,0.03962,0.70057
C000205,2024-03-31,0,1,NONE,0.12428,0.78583
C000206,2024-03-31,0,1,NONE,0.0835,0.83889
C000207,2024-03-31,0,1,NONE,0.06369,0.63414
C000208,2024-03-31,0,1,NONE,0.05231,0.82491
C000209,2024-03-31,0,0,NONE,0.05732,0.78583
C000210,2024-03-31,0,1,NONE,0.0612,0.82491
C000211,2024-03-31,0,1,NONE,0.06969,0.8808
C000212,2024-03-31,0,1,NONE,0.11885,0.8808
C000213,2024-03-31,0,1,NONE,0.04803,0.61064
C000214,2024-03-31,1,1,P001,0.20588,0.86989
C000215,2024-03-31,0,1,NONE,0.12274,0.82491
C000216,2024-03-31,0,1,NONE,0.12043,0.8808
C000217,2024-03-31,0,0,NONE,0.29098,0.70057
C000218,2024-03-31,0,1,NONE,0.03199,0.70057
C000219,2024-03-31,0,1,NONE,0.08902,0.91293
C000220,2024-03-31,0,1,NONE,0.1144,0.76852
C000221,2024-03-31,0,1,NONE,0.05002,0.61064
C000222,2024-03-31,0,1,NONE,0.13572,0.82491
C000223,2024-03-31,0,1,NONE,0.08475,0.8808
C000224,2024-03-31,0,1,NONE,0.09268,0.93703
C000225,2024-03-31,1,1,P001,0.25223,0.83889
C000226,2024-03-31,0,1,NONE,0.05499,0.86989
C000227,2024-03-31,0,0,NONE,0.03751,0.78583
C000228,2024-03-31,0,1,NONE,0.08833,0.8808
C000229,2024-03-31,0,1,NONE,0.04904,0.7773
C000230,2024-03-31,0,1,NONE,0.09237,0.63414
C000231,2024-03-31,0,0,NONE,0.04828,0.78583
C000232,2024-03-31,0,0,NONE,0.06799,0.83889
C000233,2024-03-31,0,1,NONE,0.10284,0.93703
C000234,2024-03-31,0,1,NONE,0.04095,0.68997
C000235,2024-03-31,0,1,NONE,0.06727,0.90465
C000236,2024-03-31,0,1,NONE,0.08223,0.86989
C000237,2024-03-31,0,0,NONE,0.07751,0.82491
C000238,2024-03-31,0,1,NONE,0.03917,0.86989
C000239,2024-03-31,0,1,NONE,0.07928,0.70057
C000240,2024-03-31,0,1,NONE,0.05837,0.70057
C000241,2024-03-31,0,1,NONE,0.03917,0.91293
C000242,2024-03-31,0,1,NONE,0.08718,0.86989
C000243,2024-03-31,0,1,NONE,0.07917,0.83889
C000244,2024-03-31,0,1,NONE,0.05998,0.8808
C000245,2024-03-31,0,1,NONE,0.03398,0.68997
C000246,2024-03-31,0,1,NONE,0.05547,0.91293
C000247,2024-03-31,0,1,NONE,0.17563,0.8808
C000248,2024-03-31,0,0,NONE,0.04733,0.61064
C000249,2024-03-31,0,0,NONE,0.09148,0.76852
C000250,2024-03-31,0,1,NONE,0.1102,0.76852
C000251,2024-03-31,0,1,NONE,0.07887,0.82491
C000252,2024-03-31,0,1,NONE,0.06059,0.86989
C000253,2024-03-31,0,1,NONE,0.03557,0.8808
C000254,2024-03-31,0,1,NONE,0.0882,0.83889
C000255,2024-03-31,0,1,NONE,0.06281,0.76852
C000256,2024-03-31,0,0,NONE,0.04755,0.7773
C000257,2024-03-31,0,1,NONE,0.18872,0.91293
C000258,2024-03-31,0,1,NONE,0.0796,0.63414
C000259,2024-03-31,0,1,NONE,0.0508,0.70057
C000260,2024-03-31,0,0,NONE,0.148,0.68997
C000261,2024-03-31,0,0,NONE,0.11584,0.52498
C000262,2024-03-31,0,1,NONE,0.06356,0.86989
C000263,2024-03-31,0,1,NONE,0.14506,0.76852
C000264,2024-03-31,0,1,NONE,0.09954,0.70057
C000265,2024-03-31,0,1,NONE,0.05876,0.89567
C000266,2024-03-31,0,1,NONE,0.09752,0.83889
C000267,2024-03-31,0,1,NONE,0.03981,0.76852
C000268,2024-03-31,0,1,NONE,0.05838,0.63414
C000269,2024-03-31,0,0,NONE,0.10821,0.70057
C000270,2024-03-31,0,1,NONE,0.04608,0.78583
C000271,2024-03-31,0,1,NONE,0.06841,0.70057
C000272,2024-03-31,0,0,NONE,0.05236,0.76852
C000273,2024-03-31,0,1,NONE,0.09909,0.70057
C000274,2024-03-31,0,1,NONE,0.05794,0.7773
C000275,2024-03-31,0,0,NONE,0.037,0.8808
C000276,2024-03-31,0,0,NONE,0.04892,0.71095
C000277,2024-03-31,0,1,NONE,0.08482,0.83889
C000278,2024-03-31,0,1,NONE,0.0668,0.82491
C000279,2024-03-31,0,1,NONE,0.10906,0.86989
C000280,2024-03-31,0,1,NONE,0.14217,0.86989
C000281,2024-03-31,1,1,P004,0.1711,0.78583
C000282,2024-03-31,1,1,P004,0.05036,0.76852
C000283,2024-03-31,0,0,NONE,0.06657,0.83889
C000284,2024-03-31,0,1,NONE,0.0347,0.76852
C000285,2024-03-31,0,1,NONE,0.0426,0.8808
C000286,2024-03-31,0,0,NONE,0.08125,0.83889
C000287,2024-03-31,0,1,NONE,0.05396,0.78583
C000288,2024-03-31,0,1,NONE,0.05999,0.83889
C000289,2024-03-31,0,1,NONE,0.07893,0.7773
C000290,2024-03-31,0,1,NONE,0.09207,0.78583
C000291,2024-03-31,0,0,NONE,0.07283,0.91293
C000292,2024-03-31,0,0,NONE,0.04599,0.63414
C000293,2024-03-31,0,1,NONE,0.04287,0.91293
C000294,2024-03-31,0,0,NONE,0.07661,0.78583
C000295,2024-03-31,0,1,NONE,0.068,0.86989
C000296,2024-03-31,0,1,NONE,0.07519,0.86989
C000297,2024-03-31,0,0,NONE,0.06383,0.93703
C000298,2024-03-31,0,1,NONE,0.05766,0.91293
C000299,2024-03-31,0,1,NONE,0.07688,0.91293
C000300,2024-03-31,0,1,NONE,0.08105,0.82491
C000301,2024-03-31,0,0,NONE,0.08307,0.86989
C000302,2024-03-31,0,0,NONE,0.06162,0.63414
C000303,2024-03-31,0,0,NONE,0.03446,0.7773
C000304,2024-03-31,0,1,NONE,0.07579,0.64566
C000305,2024-03-31,0,1,NONE,0.09,0.89567
C000306,2024-03-31,0,0,NONE,0.04333,0.82491
C000307,2024-03-31,0,1,NONE,0.05813,0.73106
C000308,2024-03-31,0,1,NONE,0.04855,0.8808
C000309,2024-03-31,1,0,P002,0.0612,0.71095
C000310,2024-03-31,0,1,NONE,0.04057,0.75026
C000311,2024-03-31,0,1,NONE,0.04905,0.82491
C000312,2024-03-31,0,1,NONE,0.05314,0.83889
C000313,2024-03-31,0,1,NONE,0.16366,0.61064
C000314,2024-03-31,1,0,P002,0.08787,0.76852
C000315,2024-03-31,0,0,NONE,0.07144,0.76852
C000316,2024-03-31,0,1,NONE,0.07018,0.76852
C000317,2024-03-31,0,1,NONE,0.19682,0.83889
C000318,2024-03-31,0,0,NONE,0.04257,0.68997
C000319,2024-03-31,0,1,NONE,0.05815,0.83889
C000320,2024-03-31,0,1,NONE,0.2184,0.90465
C000321,2024-03-31,1,1,P001,0.27233,0.91293
C000322,2024-03-31,1,1,P002,0.11886,0.8808
C000323,2024-03-31,0,1,NONE,0.03813,0.61064
C000324,2024-03-31,0,1,NONE,0.06803,0.8808
C000325,2024-03-31,0,1,NONE,0.18409,0.86989
C000326,2024-03-31,0,1,NONE,0.10568,0.8808
C000327,2024-03-31,0,1,NONE,0.15473,0.86989
C000328,2024-03-31,0,0,NONE,0.03864,0.68997
C000329,2024-03-31,0,1,NONE,0.05521,0.68997
C000330,2024-03-31,0,1,NONE,0.10361,0.76852
C000331,2024-03-31,0,1,NONE,0.06041,0.8808
C000332,2024-03-31,1,1,P004,0.07044,0.83889
C000333,2024-03-31,1,0,P002,0.16593,0.8808
C000334,2024-03-31,0,1,NONE,0.05211,0.91293
C000335,2024-03-31,0,1,NONE,0.04683,0.78583
C000336,2024-03-31,0,1,NONE,0.046,0.5
C000337,2024-03-31,0,1,NONE,0.05691,0.78583
C000338,2024-03-31,0,0,NONE,0.05337,0.7773
C000339,2024-03-31,0,1,NONE,0.06083,0.78583
C000340,2024-03-31,0,1,NONE,0.19762,0.90465
C000341,2024-03-31,0,1,NONE,0.13388,0.78583
C000342,2024-03-31,0,1,NONE,0.12594,0.90465
C000343,2024-03-31,0,1,NONE,0.1937,0.91293
C000344,2024-03-31,0,0,NONE,0.04282,0.68997
C000345,2024-03-31,0,1,NONE,0.08801,0.86989
C000346,2024-03-31,0,1,NONE,0.104,0.91293
C000347,2024-03-31,0,1,NONE,0.08017,0.90465
C000348,2024-03-31,0,0,NONE,0.05573,0.61064
C000349,2024-03-31,0,1,NONE,0.0718,0.8808
C000350,2024-03-31,0,0,NONE,0.0679,0.78583
C000351,2024-03-31,0,0,NONE,0.0342,0.68997
C000352,2024-03-31,0,1,NONE,0.04915,0.83889
C000353,2024-03-31,0,1,NONE,0.08278,0.68997
C000354,2024-03-31,0,0,NONE,0.08857,0.64566
C000355,2024-03-31,1,1,P004,0.06095,0.82491
C000356,2024-03-31,0,1,NONE,0.07462,0.8808
C000357,2024-03-31,0,1,NONE,0.05876,0.91293
C000358,2024-03-31,0,1,NONE,0.08257,0.86989
C000359,2024-03-31,0,1,NONE,0.04196,0.7773
C000360,2024-03-31,0,1,NONE,0.10607,0.8808
C000361,2024-03-31,0,1,NONE,0.05148,0.93703
C000362,2024-03-31,0,1,NONE,0.09329,0.78583
C000363,2024-03-31,0,1,NONE,0.03355,0.63414
C000364,2024-03-31,0,1,NONE,0.07418,0.52498
C000365,2024-03-31,0,1,NONE,0.05294,0.8808
C000366,2024-03-31,0,1,NONE,0.06367,0.76852
C000367,2024-03-31,0,1,NONE,0.05629,0.91293
C000368,2024-03-31,1,1,P004,0.14566,0.8808
C000369,2024-03-31,1,0,P001,0.04929,0.76852
C000370,2024-03-31,0,1,NONE,0.06268,0.91293
C000371,2024-03-31,1,1,P004,0.17903,0.83202
C000372,2024-03-31,1,0,P004,0.13459,0.4875
C000373,2024-03-31,0,1,NONE,0.10022,0.71095
C000374,2024-03-31,1,1,P001,0.0935,0.71095
C000375,2024-03-31,0,0,NONE,0.04212,0.52498
C000376,2024-03-31,1,1,P003,0.04527,0.78583
C000377,2024-03-31,0,1,NONE,0.11578,0.90465
C000378,2024-03-31,0,0,NONE,0.06495,0.76852
C000379,2024-03-31,0,1,NONE,0.05165,0.76852
C000380,2024-03-31,0,1,NONE,0.09425,0.7773
C000381,2024-03-31,0,1,NONE,0.06374,0.82491
C000382,2024-03-31,0,0,NONE,0.11136,0.88595
C000383,2024-03-31,0,1,NONE,0.06906,0.86989
C000384,2024-03-31,0,1,NONE,0.08836,0.8808
C000385,2024-03-31,0,1,NONE,0.07982,0.71095
C000386,2024-03-31,0,1,NONE,0.0798,0.90465
C000387,2024-03-31,0,0,NONE,0.04023,0.8808
C000388,2024-03-31,0,1,NONE,0.14956,0.93703
C000389,2024-03-31,0,0,NONE,0.07782,0.63414
C000390,2024-03-31,0,1,NONE,0.06271,0.91293
C000391,2024-03-31,0,1,NONE,0.04428,0.82491
C000392,2024-03-31,0,0,NONE,0.03596,0.70057
C000393,2024-03-31,0,1,NONE,0.23857,0.82491
C000394,2024-03-31,0,1,NONE,0.07841,0.7773
C000395,2024-03-31,0,0,NONE,0.06188,0.70057
C000396,2024-03-31,0,1,NONE,0.0868,0.8808
C000397,2024-03-31,0,1,NONE,0.082,0.91293
C000398,2024-03-31,0,0,NONE,0.08043,0.76852
C000399,2024-03-31,0,1,NONE,0.04814,0.8808
C000400,2024-03-31,0,0,NONE,0.05844,0.7773
C000401,2024-03-31,0,0,NONE,0.0323,0.76852
C000402,2024-03-31,0,0,NONE,0.13856,0.83202
C000403,2024-03-31,0,1,NONE,0.06336,0.75951
C000404,2024-03-31,0,1,NONE,0.04168,0.63414
C000405,2024-03-31,0,1,NONE,0.07725,0.93703
C000406,2024-03-31,1,1,P001,0.24548,0.91293
C000407,2024-03-31,0,0,NONE,0.05393,0.76852
C000408,2024-03-31,0,1,NONE,0.05331,0.91293
C000409,2024-03-31,1,0,P002,0.10636,0.63414
C000410,2024-03-31,0,1,NONE,0.10042,0.93703
C000411,2024-03-31,0,1,NONE,0.04396,0.8808
C000412,2024-03-31,0,0,NONE,0.13147,0.82491
C000413,2024-03-31,1,1,P002,0.07041,0.63414
C000414,2024-03-31,0,1,NONE,0.07322,0.86989
C000415,2024-03-31,0,1,NONE,0.0795,0.78583
C000416,2024-03-31,0,1,NONE,0.06513,0.76852
C000417,2024-03-31,0,1,NONE,0.0542,0.78583
C000418,2024-03-31,0,1,NONE,0.16319,0.91293
C000419,2024-03-31,0,1,NONE,0.04382,0.61064
C000420,2024-03-31,0,1,NONE,0.06303,0.91293
C000421,2024-03-31,0,1,NONE,0.12128,0.8808
C000422,2024-03-31,0,1,NONE,0.05561,0.63414
C000423,2024-03-31,0,0,NONE,0.05714,0.63414
C000424,2024-03-31,0,1,NONE,0.05875,0.70057
C000425,2024-03-31,1,1,P001,0.04933,0.8808
C000426,2024-03-31,0,1,NONE,0.10174,0.83202
C000427,2024-03-31,1,1,P002,0.05586,0.71095
C000428,2024-03-31,0,1,NONE,0.06934,0.91293
C000429,2024-03-31,0,1,NONE,0.09938,0.78583
C000430,2024-03-31,1,1,P002,0.19363,0.91293
C000431,2024-03-31,0,1,NONE,0.06414,0.91293
C000432,2024-03-31,1,1,P002,0.07638,0.80218
C000433,2024-03-31,0,0,NONE,0.01688,0.42556
C000434,2024-03-31,0,1,NONE,0.10254,0.89567
