customer_id,age,income_band,employment_type,region,tenure_months,digital_engagement_score,income_band_score,annual_income,customer_segment
C000331,35,Middle,Salaried,London,56,0.22437553601425445,3,37490.0,Mass market
C000332,26,Lower-middle,Independent,South West,164,0.2991689613385602,2,24388.0,Mass market
C000333,43,Middle,Salaried,London,21,0.23632664705380094,3,37753.0,Mass market
C000334,25,Upper-middle,Salaried,London,164,0.23952187088235954,4,52483.0,High-value
C000335,48,Low,Salaried,South West,138,0.2877611244377583,1,16672.0,Mass market
C000336,25,Middle,Salaried,London,42,0.33632244572712894,3,46167.0,Mass market
C000337,32,Low,Salaried,South East,118,0.27569361763115807,1,22940.0,Mass market
C000338,32,Middle,Independent,Scotland,58,0.6190335531264711,3,30406.0,Mass market
C000339,55,Low,Contractor,Scotland,144,0.45017992309332056,1,14291.0,Mass market
C000340,43,High,Salaried,North West,31,0.17285640207359543,5,82970.0,High-value
C000341,36,Low,Contractor,London,46,0.2275964886693009,1,20205.0,Mass market
C000342,45,High,Independent,Midlands,57,0.23075347468243998,5,91885.0,High-value
C000343,18,Upper-middle,Contractor,Wales,38,0.9695228074829499,4,54817.0,Digital-first
C000344,38,Middle,Independent,Scotland,61,0.35931627790118353,3,46816.0,Mass market
C000345,63,Upper-middle,Independent,London,109,0.4376825888979715,4,71487.0,High-value
C000346,41,Upper-middle,Salaried,South East,115,0.08633106239055974,4,61814.0,High-value
C000347,40,High,Independent,London,101,0.32935692227701474,5,82593.0,High-value
C000348,46,Lower-middle,Contractor,London,36,0.7616423818722177,2,29211.0,Digital-first
C000349,50,Middle,Salaried,North West,38,0.2763295894924856,3,40432.0,Mass market
C000350,18,Low,Salaried,London,165,0.6933135201415538,1,17306.0,Digital-first
C000351,19,Middle,Salaried,South East,47,0.26582739831932545,3,38557.0,Mass market
C000352,42,Lower-middle,Pensioner,London,21,0.42952075369481674,2,32144.0,Mass market
C000353,30,Middle,Salaried,South East,83,0.5184523457286384,3,43679.0,Mass market
C000354,55,Middle,Independent,London,4,0.30912566242152467,3,48960.0,New customer
C000355,35,Middle,Contractor,South East,63,0.3967955064493119,3,50980.0,Mass market
C000356,18,Middle,Pensioner,London,154,0.6369292742451658,3,45084.0,Mass market
C000357,24,Upper-middle,Salaried,Scotland,50,0.7199097030499417,4,56976.0,Digital-first
C000358,18,Upper-middle,Independent,London,127,0.743318037634854,4,72320.0,Digital-first
C000359,36,Middle,Contractor,South East,89,0.3556168514830929,3,45129.0,Mass market
C000360,37,Middle,Salaried,London,65,0.5732761253442691,3,59495.0,Mass market
C000361,34,High,Independent,London,120,0.2914088021346953,5,99714.0,High-value
C000362,52,Low,Salaried,London,108,0.7703111170504757,1,20009.0,Digital-first
C000363,53,Low,Independent,London,59,0.27767575596735306,1,18836.0,Mass market
C000364,37,Low,Salaried,London,42,0.5707577940431673,1,17715.0,Mass market
C000365,18,Middle,Salaried,South East,165,0.33106167082464877,3,40261.0,Mass market
C000366,46,Lower-middle,Salaried,Midlands,32,0.29160750620673515,2,29318.0,Mass market
C000367,46,Upper-middle,Salaried,London,172,0.17202068511554314,4,67170.0,High-value
C000368,43,Middle,Salaried,South East,86,0.6235481128610249,3,49757.0,Mass market
C000369,51,Lower-middle,Independent,Midlands,179,0.17460867802434307,2,29384.0,Mass market
C000370,25,Upper-middle,Salaried,London,65,0.6187701611437254,4,57408.0,High-value
C000371,63,Upper-middle,Salaried,South East,103,0.6450630852815179,4,58758.0,High-value
C000372,27,Lower-middle,Independent,London,111,0.5020974143940568,2,22073.0,Mass market
C000373,48,Lower-middle,Independent,London,62,0.7873337302673609,2,35442.0,Digital-first
C000374,19,Lower-middle,Salaried,South East,41,0.6997050736175721,2,25576.0,Digital-first
C000375,28,Low,Pensioner,Wales,95,0.11569916104629913,1,20786.0,Mass market
C000376,57,Low,Salaried,Wales,120,0.48244103869590116,1,18796.0,Mass market
C000377,36,High,Contractor,Wales,49,0.6606766968989547,5,99617.0,High-value
C000378,49,Lower-middle,Salaried,South East,138,0.3611026242091456,2,27474.0,Mass market
C000379,42,Lower-middle,Independent,London,116,0.38955886084275354,2,24471.0,Mass market
C000380,38,Middle,Pensioner,London,32,0.50698307047119,3,35491.0,Mass market
C000381,55,Middle,Contractor,London,169,0.40227910268015815,3,53615.0,Mass market
C000382,36,High,Salaried,London,10,0.3128584732967917,5,96732.0,New customer
C000383,18,Upper-middle,Independent,London,118,0.16986737379070455,4,73163.0,High-value
C000384,29,Middle,Salaried,South East,80,0.8248202139241956,3,51307.0,Digital-first
C000385,46,Lower-middle,Independent,London,118,0.3937364372882478,2,26159.0,Mass market
C000386,44,High,Independent,London,140,0.521185612029682,5,101437.0,High-value
C000387,20,Middle,Pensioner,North West,124,0.30858295548477405,3,42302.0,Mass market
C000388,30,High,Salaried,South East,118,0.5893074632856088,5,77410.0,High-value
C000389,32,Low,Salaried,South West,151,0.4177719827021571,1,17466.0,Mass market
C000390,35,Upper-middle,Independent,London,127,0.6698504408458349,4,67828.0,High-value
C000391,22,Middle,Salaried,Midlands,147,0.49705932439950273,3,38647.0,Mass market
C000392,31,Low,Salaried,London,74,0.09185623800371406,1,17064.0,Mass market
C000393,30,Middle,Salaried,South East,38,0.24265519553460077,3,40835.0,Mass market
C000394,48,Middle,Independent,London,44,0.47502928548086953,3,56189.0,Mass market
C000395,49,Low,Salaried,London,111,0.38717224760961166,1,12718.0,Mass market
C000396,37,Middle,Salaried,Midlands,97,0.6355797631536085,3,45371.0,Mass market
C000397,34,Upper-middle,Salaried,London,16,0.6360643948437418,4,59487.0,High-value
C000398,41,Lower-middle,Contractor,London,39,0.4898528313686596,2,25130.0,Mass market
C000399,29,Middle,Independent,Scotland,174,0.33829128218956367,3,40133.0,Mass market
C000400,25,Middle,Salaried,London,131,0.15164772960446452,3,46485.0,Mass market
C000401,28,Lower-middle,Salaried,Midlands,136,0.2473857654062873,2,31246.0,Mass market
C000402,31,Upper-middle,Salaried,Midlands,37,0.3262063625571376,4,63845.0,High-value
C000403,25,Upper-middle,Salaried,London,14,0.40607491297773124,4,72840.0,High-value
C000404,41,Low,Independent,South East,54,0.42954562097128246,1,21654.0,Mass market
C000405,48,High,Salaried,London,154,0.23566816694877588,5,107409.0,High-value
C000406,20,Upper-middle,Contractor,North West,92,0.4361615984552747,4,56582.0,High-value
C000407,39,Lower-middle,Salaried,London,141,0.16186632893763228,2,30215.0,Mass market
C000408,36,Upper-middle,Independent,London,89,0.21162896405293752,4,66952.0,High-value
C000409,43,Low,Salaried,London,89,0.3989904754974301,1,15651.0,Mass market
C000410,39,High,Pensioner,Scotland,109,0.2788026166427336,5,71145.0,High-value
C000411,22,Middle,Pensioner,North West,172,0.16705007803234867,3,28407.0,Mass market
C000412,24,Middle,Independent,Scotland,80,0.7552839684059837,3,42469.0,Digital-first
C000413,39,Low,Salaried,Midlands,108,0.5396223361424267,1,18858.0,Mass market
C000414,51,Upper-middle,Salaried,Midlands,165,0.30879691191823727,4,50277.0,High-value
C000415,18,Low,Contractor,South East,68,0.5298718859837326,1,21013.0,Mass market
C000416,43,Lower-middle,Independent,Scotland,151,0.5537003736106519,2,28682.0,Mass market
C000417,53,Low,Salaried,South East,97,0.4477880831122746,1,21886.0,Mass market
C000418,37,Upper-middle,Salaried,South East,158,0.772070074888811,4,65676.0,Digital-first
C000419,46,Lower-middle,Salaried,Midlands,85,0.22213131271805966,2,23223.0,Mass market
C000420,31,Upper-middle,Contractor,Midlands,114,0.3527254811495707,4,66546.0,High-value
C000421,38,Middle,Independent,London,60,0.6738829119067552,3,46503.0,Mass market
C000422,20,Low,Independent,South East,115,0.28052646972551043,1,16423.0,Mass market
C000423,18,Low,Independent,London,60,0.7338176297860505,1,13847.0,Digital-first
C000424,50,Low,Salaried,South West,110,0.402234670410282,1,18289.0,Mass market
C000425,27,Middle,Salaried,South East,142,0.3889810162670334,3,35274.0,Mass market
C000426,34,Upper-middle,Salaried,South West,79,0.28856753909534044,4,73119.0,High-value
C000427,22,Lower-middle,Independent,South East,78,0.36290258455151186,2,26176.0,Mass market
C000428,22,Upper-middle,Salaried,North West,60,0.24903400497668257,4,79108.0,High-value
C000429,37,Low,Salaried,London,132,0.5877572503890388,1,11882.0,Mass market
C000430,30,Upper-middle,Salaried,Scotland,107,0.6396980812894577,4,63337.0,High-value
C000431,44,Upper-middle,Salaried,South East,94,0.3356370327821876,4,76180.0,High-value
C000432,44,Upper-middle,Independent,London,7,0.7700612933558123,4,53168.0,New customer
C000433,43,Middle,Salaried,London,22,0.5546871587505564,3,40930.0,Mass market
C000434,42,Upper-middle,Salaried,London,4,0.07784158440361463,4,58002.0,New customer
C000435,58,Low,Independent,South East,153,0.3907241276057899,1,16031.0,Mature relationship
C000436,26,Lower-middle,Salaried,North West,153,0.7353687113231353,2,29096.0,Digital-first
C000437,38,Low,Salaried,Scotland,15,0.31912098580552856,1,14269.0,Mass market
C000438,53,Middle,Salaried,Midlands,11,0.11195196247729848,3,41254.0,New customer
C000439,54,Middle,Contractor,Midlands,141,0.6971868445229834,3,45467.0,Digital-first
C000440,22,Middle,Salaried,South East,95,0.40964405926895625,3,40555.0,Mass market
C000441,35,Upper-middle,Independent,South West,57,0.437314060766618,4,52078.0,High-value
C000442,55,Low,Pensioner,South West,111,0.16366842981739768,1,20967.0,Mass market
C000443,45,Middle,Independent,London,44,0.5534778460668838,3,46907.0,Mass market
C000444,41,Lower-middle,Salaried,Scotland,38,0.3236474295486969,2,23335.0,Mass market
C000445,36,Lower-middle,Independent,South East,68,0.3660341573426806,2,22202.0,Mass market
C000446,34,Middle,Salaried,South West,161,0.850629800879986,3,35603.0,Digital-first
C000447,42,High,Salaried,Wales,138,0.32287357933288413,5,103288.0,High-value
C000448,36,Middle,Salaried,North West,36,0.47196607636883064,3,43852.0,Mass market
C000449,38,Low,Salaried,London,102,0.5227598165490969,1,20275.0,Mass market
C000450,40,Middle,Salaried,Midlands,159,0.7345583934839333,3,39808.0,Digital-first
C000451,31,Low,Salaried,London,171,0.19639405282984057,1,15337.0,Mass market
C000452,45,Upper-middle,Salaried,North West,138,0.36714792243814465,4,71115.0,High-value
C000453,74,Middle,Salaried,London,25,0.11416516813952189,3,38281.0,Mature relationship
C000454,18,Lower-middle,Salaried,North West,45,0.35596338332878785,2,28836.0,Mass market
C000455,43,Low,Pensioner,Scotland,41,0.3855670717309599,1,13536.0,Mass market
C000456,30,Lower-middle,Salaried,London,29,0.4821198157108156,2,25447.0,Mass market
C000457,46,High,Independent,South East,34,0.45144004517467146,5,110343.0,High-value
C000458,40,Middle,Salaried,Midlands,58,0.40721978658136826,3,37187.0,Mass market
C000459,48,Upper-middle,Salaried,South East,101,0.6539951035046618,4,70080.0,High-value
C000460,53,Middle,Salaried,London,73,0.31136523742941946,3,26336.0,Mass market
C000461,41,Middle,Salaried,London,77,0.1317093987400395,3,38241.0,Mass market
C000462,53,Low,Salaried,South East,46,0.2739895917306849,1,17506.0,Mass market
C000463,18,High,Salaried,Midlands,29,0.43854946158667113,5,121487.0,High-value
C000464,58,Lower-middle,Salaried,Midlands,179,0.2769225137697233,2,22763.0,Mature relationship
C000465,44,Middle,Salaried,London,109,0.4152841541316554,3,46509.0,Mass market
C000466,52,Middle,Salaried,South East,43,0.3363705356325685,3,49103.0,Mass market
C000467,24,Middle,Salaried,South East,146,0.6954816698861613,3,37152.0,Digital-first
C000468,29,High,Salaried,London,150,0.4185600325218717,5,89322.0,High-value
C000469,41,Low,Salaried,North West,174,0.5338078456634857,1,18408.0,Mass market
C000470,39,Middle,Salaried,London,31,0.7028031047075525,3,32044.0,Digital-first
C000471,42,Lower-middle,Salaried,Midlands,116,0.19263723291052576,2,25961.0,Mass market
C000472,52,Middle,Salaried,Scotland,176,0.40009504334148766,3,50575.0,Mass market
C000473,18,Low,Salaried,Midlands,145,0.4508117788324158,1,19505.0,Mass market
C000474,51,Low,Pensioner,Midlands,42,0.4284550535724762,1,17549.0,Mass market
C000475,39,Lower-middle,Salaried,London,161,0.5110931407224675,2,28507.0,Mass market
C000476,37,Lower-middle,Salaried,London,77,0.1422671640645838,2,30602.0,Mass market
C000477,21,Lower-middle,Salaried,London,89,0.2874018120349029,2,31460.0,Mass market
C000478,45,Middle,Pensioner,North West,101,0.5429090949016512,3,38261.0,Mass market
C000479,18,Middle,Independent,South West,139,0.1986069846925289,3,52313.0,Mass market
C000480,47,Lower-middle,Independent,London,24,0.6390948208838958,2,33897.0,Mass market
C000481,21,Lower-middle,Pensioner,London,98,0.6297058992678417,2,31034.0,Mass market
C000482,40,Lower-middle,Salaried,London,147,0.3448268112179876,2,24224.0,Mass market
C000483,38,Middle,Pensioner,Midlands,100,0.44811408038864586,3,35144.0,Mass market
C000484,53,Lower-middle,Salaried,Midlands,51,0.37249717336456,2,26537.0,Mass market
C000485,37,Low,Independent,North West,12,0.42987790492681754,1,18175.0,Mass market
C000486,31,Lower-middle,Salaried,Scotland,100,0.18442958955145974,2,20077.0,Mass market
C000487,33,Middle,Salaried,London,127,0.4854436940562938,3,45324.0,Mass market
C000488,54,Lower-middle,Pensioner,Midlands,100,0.7308972415230428,2,33768.0,Digital-first
C000489,45,Middle,Salaried,Midlands,176,0.44634461717627166,3,45874.0,Mass market
C000490,34,Middle,Pensioner,London,109,0.4129265535109547,3,37457.0,Mass market
C000491,36,Middle,Salaried,Scotland,92,0.4620064197352352,3,36662.0,Mass market
C000492,20,Middle,Independent,London,12,0.47289881063803174,3,44015.0,Mass market
C000493,44,Middle,Pensioner,North West,101,0.6818629480791938,3,40970.0,Digital-first
C000494,18,Lower-middle,Salaried,North West,32,0.412447186656577,2,29985.0,Mass market
C000495,48,Upper-middle,Contractor,Scotland,131,0.4128987173350924,4,67969.0,High-value
C000496,41,Middle,Salaried,South East,31,0.6086877370517889,3,49338.0,Mass market
C000497,68,Lower-middle,Independent,London,163,0.24479799246465295,2,22928.0,Mature relationship
C000498,26,Middle,Salaried,South West,56,0.34240622284761546,3,43489.0,Mass market
C000499,38,Lower-middle,Salaried,North West,79,0.3201259828954017,2,26372.0,Mass market
C000500,61,Middle,Independent,South East,28,0.7317992541319559,3,41337.0,Digital-first
C000501,53,Middle,Salaried,North West,40,0.4565342660575737,3,47809.0,Mass market
C000502,31,Upper-middle,Salaried,London,166,0.37549687364220347,4,71653.0,High-value
C000503,42,Upper-middle,Salaried,Midlands,53,0.337141372128493,4,75873.0,High-value
C000504,39,Middle,Contractor,South West,93,0.3298332401258187,3,44860.0,Mass market
C000505,42,Middle,Salaried,London,176,0.20071225540843246,3,41261.0,Mass market
C000506,31,Upper-middle,Independent,South East,113,0.4645645147981965,4,59491.0,High-value
C000507,38,Lower-middle,Pensioner,Scotland,10,0.44432803826984824,2,20228.0,New customer
C000508,20,Upper-middle,Salaried,North West,66,0.1504232708897721,4,75290.0,High-value
C000509,41,Middle,Salaried,South West,71,0.7107960805285657,3,39837.0,Digital-first
C000510,44,Low,Independent,South East,51,0.30722203451275515,1,19457.0,Mass market
C000511,36,Low,Salaried,Wales,45,0.5377303284177533,1,19956.0,Mass market
C000512,20,Upper-middle,Independent,London,92,0.4018882145940383,4,49646.0,High-value
C000513,51,Low,Independent,South East,69,0.5350637797949596,1,15341.0,Mass market
C000514,43,Lower-middle,Independent,South East,55,0.1348721348328089,2,34931.0,Mass market
C000515,30,Lower-middle,Salaried,North West,76,0.5527630387112854,2,29301.0,Mass market
C000516,36,Lower-middle,Independent,Scotland,63,0.6239409840428792,2,25399.0,Mass market
C000517,21,Lower-middle,Independent,North West,43,0.27787719559045126,2,27434.0,Mass market
C000518,27,Middle,Salaried,Midlands,83,0.21575855438244046,3,49300.0,Mass market
C000519,33,Low,Salaried,South East,169,0.3769554338735961,1,20691.0,Mass market
C000520,54,Upper-middle,Contractor,South East,92,0.44977567538132035,4,47456.0,High-value
C000521,31,Upper-middle,Independent,South East,108,0.37795143214637517,4,78212.0,High-value
C000522,47,Lower-middle,Salaried,London,177,0.1254941137800173,2,32328.0,Mass market
C000523,33,Low,Salaried,South East,111,0.34659756300212174,1,17561.0,Mass market
C000524,42,Middle,Salaried,South West,42,0.37143079890263436,3,33992.0,Mass market
C000525,37,Low,Salaried,North West,73,0.4313932584150654,1,21036.0,Mass market
C000526,49,Lower-middle,Salaried,North West,89,0.4948098979741472,2,30134.0,Mass market
C000527,33,High,Pensioner,South East,87,0.5769033305493705,5,72841.0,High-value
C000528,20,High,Salaried,South East,29,0.7902916018348176,5,91472.0,Digital-first
C000529,22,Upper-middle,Contractor,London,21,0.47760553073001283,4,93012.0,High-value
C000530,33,Lower-middle,Salaried,South East,64,0.6312888458190521,2,28074.0,Mass market
C000531,24,Middle,Salaried,South East,164,0.2840326236850617,3,37014.0,Mass market
C000532,44,Middle,Salaried,London,129,0.21618000123692652,3,35223.0,Mass market
C000533,33,Lower-middle,Salaried,London,151,0.7240220426584557,2,35939.0,Digital-first
C000534,67,Middle,Independent,North West,33,0.24344831585040463,3,47697.0,Mature relationship
C000535,18,Low,Pensioner,South East,76,0.5327982196502808,1,22053.0,Mass market
C000536,41,Lower-middle,Contractor,South East,105,0.06687815830298266,2,29112.0,Mass market
C000537,25,Middle,Salaried,London,79,0.6812770899083136,3,50427.0,Digital-first
C000538,33,Lower-middle,Independent,Midlands,76,0.1354430374683259,2,24200.0,Mass market
C000539,41,Lower-middle,Salaried,South East,66,0.625616528429893,2,28728.0,Mass market
C000540,18,Upper-middle,Contractor,South East,12,0.49377886780111796,4,64848.0,High-value
C000541,42,High,Salaried,Midlands,154,0.5865682793489999,5,116013.0,High-value
C000542,62,Middle,Salaried,London,168,0.4458401425787268,3,44143.0,Mature relationship
C000543,34,Upper-middle,Salaried,Scotland,17,0.5767336805559429,4,55795.0,High-value
C000544,42,High,Salaried,London,76,0.33618611106965224,5,95974.0,High-value
C000545,51,Low,Salaried,South East,94,0.5725983090323608,1,13172.0,Mass market
C000546,37,Middle,Contractor,London,141,0.7755164873262299,3,26403.0,Digital-first
C000547,32,Lower-middle,Independent,South East,177,0.5693135963052258,2,31724.0,Mass market
C000548,18,Low,Pensioner,London,76,0.29670840215421324,1,16921.0,Mass market
C000549,47,Upper-middle,Salaried,South West,135,0.6364985709710499,4,59407.0,High-value
C000550,38,Lower-middle,Independent,South East,168,0.2642566916360181,2,31723.0,Mass market
C000551,27,Middle,Salaried,Midlands,149,0.227245788223715,3,51388.0,Mass market
C000552,41,Low,Salaried,London,54,0.42576236117347926,1,19539.0,Mass market
C000553,32,Lower-middle,Salaried,London,147,0.42435596284877997,2,36638.0,Mass market
C000554,33,Upper-middle,Salaried,South East,75,0.49693465530032094,4,66987.0,High-value
C000555,46,Low,Salaried,Midlands,6,0.4802488965230569,1,18870.0,New customer
C000556,23,Lower-middle,Salaried,South East,137,0.6780897574712305,2,29077.0,Mass market
C000557,52,Lower-middle,Salaried,Wales,150,0.4248704569465384,2,22241.0,Mass market
C000558,22,Middle,Independent,North West,63,0.5974071864639203,3,48424.0,Mass market
C000559,31,Middle,Salaried,Wales,82,0.771983060939501,3,25566.0,Digital-first
C000560,62,Middle,Pensioner,London,67,0.6009351585174553,3,38060.0,Mature relationship
C000561,53,Low,Salaried,North West,23,0.5193988561206406,1,18066.0,Mass market
C000562,40,Lower-middle,Contractor,Midlands,179,0.4540703780537043,2,24462.0,Mass market
C000563,28,Upper-middle,Independent,Midlands,7,0.7012243245605996,4,57519.0,New customer
C000564,33,Middle,Independent,Wales,101,0.4110663862670345,3,54361.0,Mass market
C000565,40,Middle,Independent,Midlands,5,0.5184348329765659,3,49419.0,New customer
C000566,39,Middle,Contractor,South West,125,0.6067712905634691,3,37391.0,Mass market
C000567,38,Upper-middle,Independent,North West,162,0.371092445922058,4,57342.0,High-value
C000568,39,Low,Salaried,London,116,0.14646513034307065,1,14322.0,Mass market
C000569,36,Lower-middle,Salaried,North West,110,0.4302177727867213,2,31158.0,Mass market
C000570,22,Middle,Independent,South East,149,0.5401862827478834,3,40322.0,Mass market
C000571,33,Lower-middle,Salaried,Scotland,175,0.42980978606888975,2,19190.0,Mass market
C000572,50,Upper-middle,Salaried,South West,155,0.8545619561090807,4,63000.0,Digital-first
C000573,23,Middle,Salaried,London,43,0.5148589633471036,3,44950.0,Mass market
C000574,37,Upper-middle,Salaried,London,102,0.5618483226082427,4,71554.0,High-value
C000575,29,Upper-middle,Salaried,London,147,0.590575254096891,4,61272.0,High-value
C000576,40,Middle,Independent,South East,55,0.14971242073468027,3,39496.0,Mass market
C000577,34,Upper-middle,Independent,London,122,0.16511948418835368,4,81704.0,High-value
C000578,57,Middle,Contractor,North West,7,0.7457359556269424,3,42044.0,New customer
C000579,45,Upper-middle,Salaried,Midlands,158,0.4945780160226446,4,69138.0,High-value
C000580,23,Lower-middle,Salaried,South West,111,0.44442842830563317,2,25583.0,Mass market
C000581,47,Middle,Salaried,London,134,0.37953483473180727,3,46636.0,Mass market
C000582,30,Middle,Salaried,South East,149,0.3355586555579255,3,32218.0,Mass market
C000583,32,Low,Independent,London,41,0.7415927997155166,1,16669.0,Digital-first
C000584,43,Lower-middle,Salaried,South West,82,0.7273034810598749,2,22587.0,Digital-first
C000585,33,Upper-middle,Pensioner,London,154,0.3484249037743582,4,55999.0,High-value
C000586,50,Middle,Salaried,London,32,0.5054366260307657,3,50403.0,Mass market
C000587,30,Lower-middle,Contractor,London,148,0.7044943889563184,2,25257.0,Digital-first
C000588,32,Lower-middle,Independent,South West,53,0.4349415321328885,2,31218.0,Mass market
C000589,31,Lower-middle,Salaried,London,104,0.2793217675020169,2,34797.0,Mass market
C000590,32,Low,Independent,Midlands,93,0.5111654005713842,1,17921.0,Mass market
C000591,52,Upper-middle,Salaried,North West,124,0.3228168498977675,4,71858.0,High-value
C000592,47,Middle,Independent,North West,151,0.7170449926586296,3,45569.0,Digital-first
C000593,60,Lower-middle,Independent,London,64,0.7106080082445374,2,28522.0,Digital-first
C000594,66,Middle,Salaried,London,33,0.5707993255648871,3,47042.0,Mature relationship
C000595,27,Low,Salaried,South East,77,0.5485538154776557,1,23299.0,Mass market
C000596,40,Lower-middle,Independent,London,111,0.43633962905562995,2,25145.0,Mass market
C000597,25,Middle,Salaried,North West,135,0.831816315542657,3,35554.0,Digital-first
C000598,30,Middle,Contractor,South East,136,0.12210827358743433,3,35160.0,Mass market
C000599,31,High,Independent,South East,63,0.35357655494254414,5,110115.0,High-value
C000600,26,Middle,Independent,London,168,0.4182309737513399,3,49589.0,Mass market
C000601,26,Middle,Salaried,Midlands,17,0.5225558587745066,3,38391.0,Mass market
C000602,37,Upper-middle,Independent,London,23,0.43815995025284565,4,40811.0,High-value
C000603,24,Upper-middle,Pensioner,Midlands,7,0.5634114790319106,4,55306.0,New customer
C000604,49,Middle,Salaried,London,166,0.16508001549063073,3,45682.0,Mass market
C000605,28,High,Salaried,Wales,34,0.5010534828019796,5,93986.0,High-value
C000606,73,Upper-middle,Salaried,North West,109,0.5841578366297415,4,63789.0,High-value
C000607,34,Upper-middle,Salaried,London,146,0.4738837874841204,4,56808.0,High-value
C000608,40,Low,Independent,London,138,0.24649429725663288,1,20921.0,Mass market
C000609,23,Middle,Salaried,London,170,0.40340683860921306,3,44306.0,Mass market
C000610,59,Middle,Salaried,London,12,0.2779860216751173,3,45941.0,Mature relationship
C000611,52,Middle,Salaried,London,75,0.4608057567750575,3,43069.0,Mass market
C000612,43,Middle,Salaried,South West,92,0.30540802577576975,3,45524.0,Mass market
C000613,23,High,Salaried,Midlands,126,0.1973463298510825,5,101970.0,High-value
C000614,42,High,Contractor,London,113,0.47438395837995706,5,80893.0,High-value
C000615,26,Lower-middle,Independent,Midlands,102,0.8128096277433646,2,29671.0,Digital-first
C000616,57,Middle,Salaried,London,57,0.20372077956972254,3,47319.0,Mass market
C000617,49,Middle,Independent,Wales,21,0.6881812381553193,3,49763.0,Digital-first
C000618,40,Lower-middle,Salaried,London,79,0.5106540271158413,2,29864.0,Mass market
C000619,18,Low,Salaried,North West,48,0.7712874720283466,1,15220.0,Digital-first
C000620,27,Low,Salaried,North West,101,0.196577683248392,1,15663.0,Mass market
C000621,47,Upper-middle,Pensioner,London,144,0.433529220778263,4,57683.0,High-value
C000622,54,Middle,Independent,London,100,0.6521778190011561,3,43273.0,Mass market
C000623,52,High,Independent,South East,106,0.6561918902375083,5,93142.0,High-value
C000624,20,Middle,Salaried,South West,10,0.5711559658282248,3,34449.0,New customer
C000625,43,High,Salaried,Midlands,117,0.39913527179608205,5,77828.0,High-value
C000626,51,Lower-middle,Independent,Midlands,80,0.8014602263950015,2,18599.0,Digital-first
C000627,19,Upper-middle,Salaried,North West,24,0.5131938668773303,4,31055.0,High-value
C000628,39,Low,Contractor,South West,40,0.6565348135083569,1,17620.0,Mass market
C000629,42,Middle,Independent,South East,141,0.7208641282608629,3,57592.0,Digital-first
C000630,35,Upper-middle,Salaried,South East,165,0.5059242268763691,4,79824.0,High-value
C000631,18,Upper-middle,Independent,North West,92,0.6700884375016113,4,52296.0,High-value
C000632,35,Upper-middle,Pensioner,London,175,0.46682493177569634,4,63487.0,High-value
C000633,35,Low,Salaried,South West,34,0.6548212375327627,1,13782.0,Mass market
C000634,37,Lower-middle,Independent,London,56,0.11775726855689862,2,22122.0,Mass market
C000635,32,Low,Contractor,London,167,0.841427720919898,1,14551.0,Digital-first
C000636,34,Low,Salaried,South West,34,0.18808253460570265,1,17351.0,Mass market
C000637,39,Middle,Contractor,South East,119,0.4117601658812987,3,40774.0,Mass market
C000638,44,Middle,Salaried,London,41,0.8644041619667828,3,43698.0,Digital-first
C000639,35,Upper-middle,Independent,London,61,0.2918131509169182,4,68579.0,High-value
C000640,34,Upper-middle,Independent,Midlands,87,0.757958782999191,4,58658.0,Digital-first
C000641,40,Middle,Independent,South West,66,0.3719922217766293,3,42243.0,Mass market
C000642,18,Upper-middle,Salaried,London,157,0.2932277791638312,4,51149.0,High-value
C000643,45,Low,Independent,London,175,0.4891569752070326,1,14128.0,Mass market
C000644,39,Lower-middle,Salaried,South East,91,0.47222559279400733,2,21285.0,Mass market
C000645,39,Middle,Salaried,Scotland,95,0.4335263452589548,3,46363.0,Mass market
C000646,51,Upper-middle,Salaried,London,12,0.857618496286618,4,58648.0,Digital-first
C000647,18,Low,Independent,Scotland,44,0.13157990244067283,1,12611.0,Mass market
C000648,18,Middle,Salaried,South West,10,0.4389355529965752,3,41576.0,New customer
C000649,42,Middle,Salaried,London,154,0.20745082912331686,3,33608.0,Mass market
C000650,39,Low,Contractor,South West,43,0.6075672652773865,1,22782.0,Mass market
C000651,41,Lower-middle,Salaried,North West,63,0.24504344371998768,2,25407.0,Mass market
C000652,33,Upper-middle,Salaried,South East,152,0.6844930227079712,4,68761.0,Digital-first
C000653,47,Middle,Salaried,South East,129,0.7021129929361662,3,49318.0,Digital-first
C000654,50,Lower-middle,Salaried,South West,113,0.3263403588966076,2,23722.0,Mass market
C000655,45,Upper-middle,Independent,North West,9,0.6000911210660881,4,62754.0,New customer
C000656,36,Lower-middle,Salaried,North West,102,0.3515386125935968,2,30480.0,Mass market
C000657,18,Upper-middle,Salaried,Wales,102,0.13546972041530164,4,63146.0,High-value
C000658,48,Lower-middle,Pensioner,South East,59,0.21334070504270394,2,29618.0,Mass market
C000659,54,Middle,Contractor,South West,134,0.2531181916688357,3,33065.0,Mass market
C000660,47,Lower-middle,Independent,South West,167,0.47946503927590123,2,30482.0,Mass market
C000661,28,Lower-middle,Contractor,London,48,0.7238598419113289,2,25822.0,Digital-first
C000662,47,Upper-middle,Contractor,London,61,0.27530616682005576,4,65467.0,High-value
C000663,49,Lower-middle,Salaried,South East,60,0.631212005566199,2,32122.0,Mass market
C000664,58,Low,Independent,South West,150,0.11396076112392457,1,19926.0,Mature relationship
